GHG source,Federal organization,Fiscal year,GHG scope,Energy category,Energy type,Location,Energy use (GJ),Emissions (t)
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,AB,128700.9934,6520.191732
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,AB,52067.67194,10847.42829
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,BC,75307.9916,3811.282899
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,BC,43269.87351,114.1844132
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,CA,8247.382751,297.8220997
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,CA,2789.956619,139.0269108
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,MB,29030.73178,15.32177227
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,MB,26802.46791,1328.431919
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,NB,16425.01306,820.5258827
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,NB,15415.93406,1113.373243
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,258.5632744,18.40558219
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3710.75528,264.1467934
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,NL,2745.481033,30.50536942
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,19896.51897,1416.316084
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,NS,17046.79634,3219.951946
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,1983.518696,139.2613387
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,liquified petroleum gas,propane,NS,87.26887941,5.324717671
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,ON,188459.7363,9350.629085
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,ON,117182.4999,651.0137693
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,16604.26215,1181.959717
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,PE,9462.299805,683.388485
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,liquified petroleum gas,propane,PE,565.1723404,34.48405385
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,QC,78114.23772,26.03807617
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,QC,43480.48767,2156.195831
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,district heating,district energy - steam,QC,16674.00037,1409.334457
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,1674.685684,119.2109874
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,electricity,electricity,SK,63850.79397,11705.98178
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,natural gas,natural gas,SK,39893.94125,1917.860679
facilities,Agriculture and Agri-Food Canada,FY 2017-18,2,district heating,district energy - steam,SK,34225.99902,2892.878204
facilities,Agriculture and Agri-Food Canada,FY 2017-18,1,liquified petroleum gas,propane,SK,114.122817,6.963214159
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,AB,136357.9983,6908.110276
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,AB,83240.38696,9214.763538
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,BC,41700.30696,142.4760713
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,BC,38929.02319,1970.16924
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,CA,3674.213837,122.4737854
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,CA,2062.86351,102.7949896
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,MB,28932.2984,10.44777727
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,MB,22083.05853,1094.520115
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,NB,18205.97559,909.495369
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,NB,15184.54717,1223.199849
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,309.8178787,22.0541079
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4479.497894,318.8690357
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,NL,2937.949448,21.21851516
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,22773.3873,1621.103135
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,NS,17785.30962,3557.060867
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,2014.579929,141.442178
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,liquified petroleum gas,propane,NS,65.02138519,3.967285514
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,ON,172152.2315,8541.521019
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,ON,111168.9357,895.5273678
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,18324.73251,1304.430098
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,PE,9399.41449,757.1751442
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,liquified petroleum gas,propane,PE,504.8838997,30.80553961
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,QC,76517.38481,27.63127438
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,QC,48907.71997,2425.330931
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,district heating,district energy - steam,QC,16614.99695,1404.347191
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,831.8720282,59.21605586
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,electricity,electricity,SK,54874.09266,10365.10762
facilities,Agriculture and Agri-Food Canada,FY 2018-19,2,district heating,district energy - steam,SK,40065.99585,3386.493042
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,natural gas,natural gas,SK,35898.56098,1725.787035
facilities,Agriculture and Agri-Food Canada,FY 2018-19,1,liquified petroleum gas,propane,SK,60.79462767,3.70938921
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,AB,133382.9822,6757.390594
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,AB,82338.44508,9043.820174
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,BC,40286.83385,137.6466856
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,BC,39634.03282,2005.849525
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,CA,6098.065613,203.2687798
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,CA,2062.863937,102.7950439
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,MB,28861.2442,10.42211877
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,MB,20737.06752,1027.808426
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,NB,16102.97839,804.4380836
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,NB,14724.19437,1186.115583
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,222.3627892,15.82869744
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4958.640869,352.9763947
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,NL,2917.0327,21.06746864
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,23195.25814,1651.133843
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,NS,18412.49477,3682.500526
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,1879.342098,131.9472241
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,liquified petroleum gas,propane,NS,239.1794586,14.59355879
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,ON,161130.406,7994.66207
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,ON,108657.9099,875.3000791
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,18364.11798,1307.233028
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,PE,10071.04361,811.2784786
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,liquified petroleum gas,propane,PE,580.8646049,35.44149399
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,QC,76367.27193,27.57706693
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,QC,49958.10394,2477.419773
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,district heating,district energy - steam,QC,12158.74878,1027.692032
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,1318.554018,92.57468837
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,697.4301577,49.6459372
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,electricity,electricity,SK,52776.69964,9968.934959
facilities,Agriculture and Agri-Food Canada,FY 2019-20,2,district heating,district energy - steam,SK,35605.00464,3009.436157
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,natural gas,natural gas,SK,34281.68283,1648.057677
facilities,Agriculture and Agri-Food Canada,FY 2019-20,1,liquified petroleum gas,propane,SK,156.997941,9.57924521
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,liquified petroleum gas,propane,SK,50.79718351,3.099393576
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,liquified petroleum gas,propane,NS,138.8506217,8.471986875
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,201.1516371,14.12270534
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,272.5701046,19.40264571
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,786.9803343,56.02049041
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,liquified petroleum gas,propane,PE,797.8724709,48.68227863
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,1815.956455,127.4969115
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,CA,2062.86351,102.7949896
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,2296.545008,161.2386959
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,NL,2471.3965,18.53547227
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3139.967453,223.5156689
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,CA,6098.066376,203.2688284
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,PE,8718.921722,629.6997452
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,NB,13282.08558,959.2614514
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,14444.07462,1028.188553
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,NB,15318.99536,765.2738152
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,NS,17271.73859,3406.371714
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,17496.31153,1245.46
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,district heating,district energy - steam,QC,17654.99561,1492.250587
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,MB,18319.07643,907.9629221
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,MB,23723.63861,7.907879442
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,SK,30375.37429,1460.265653
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,BC,33553.31442,173.3587135
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,BC,38006.989,1923.50628
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,district heating,district energy - steam,SK,39250.98901,3317.605072
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,SK,43796.31544,8029.324781
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,QC,48412.05783,2400.75103
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,AB,68746.56772,6574.21112
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,QC,69636.84707,23.21227651
facilities,Agriculture and Agri-Food Canada,FY 2020-21,2,electricity,electricity,ON,96332.77453,802.7732924
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,AB,124836.9397,6324.435814
facilities,Agriculture and Agri-Food Canada,FY 2020-21,1,natural gas,natural gas,ON,152197.1249,7551.426038
facilities,Canada Border Services Agency,FY 2005-06,1,liquified petroleum gas,propane,YT,91.92590237,5.608869776
facilities,Canada Border Services Agency,FY 2005-06,1,liquified petroleum gas,propane,AB,182.2320671,11.11890149
facilities,Canada Border Services Agency,FY 2005-06,1,liquified petroleum gas,propane,SK,432.5224712,26.39040397
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,NL,433.1519928,2.406399071
facilities,Canada Border Services Agency,FY 2005-06,1,liquified petroleum gas,propane,BC,585.875844,35.74727372
facilities,Canada Border Services Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,728.004467,51.82233453
facilities,Canada Border Services Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,BC,868.8097744,61.84542036
facilities,Canada Border Services Agency,FY 2005-06,1,liquified petroleum gas,propane,ON,1046.113029,63.8286624
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,YT,1140.519506,77.97152352
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,ON,1155.697172,57.34114385
facilities,Canada Border Services Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,1427.134295,100.1980561
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,SK,2627.198733,126.2999846
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,MB,2870.34079,142.2650766
facilities,Canada Border Services Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,3126.309822,222.5436027
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,SK,3425.122928,742.1098437
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,ON,6024.172325,384.8777384
facilities,Canada Border Services Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,6541.212857,465.6304596
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,BC,8294.764702,419.7920968
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,MB,9038.20799,24.35294718
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,AB,9507.895926,1911.775781
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,NB,12918.66737,1435.407539
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,AB,14858.37846,752.7491067
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,BC,16884.30667,117.2521036
facilities,Canada Border Services Agency,FY 2005-06,1,natural gas,natural gas,QC,22324.77917,1107.0849
facilities,Canada Border Services Agency,FY 2005-06,2,electricity,electricity,QC,51345.69239,55.62449397
facilities,Canada Border Services Agency,FY 2010-11,1,Liquified petroleum gas,propane,AB,220.42,13.45
facilities,Canada Border Services Agency,FY 2010-11,1,Natural gas,natural gas,AB,3740.22,186.42
facilities,Canada Border Services Agency,FY 2010-11,2,Electricity,electricity,AB,10086.88,2437.66
facilities,Canada Border Services Agency,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,BC,1274.54,90.73
facilities,Canada Border Services Agency,FY 2010-11,1,Liquified petroleum gas,propane,BC,705.44,43.03
facilities,Canada Border Services Agency,FY 2010-11,1,Natural gas,natural gas,BC,10519.89,524.34
facilities,Canada Border Services Agency,FY 2010-11,2,Electricity,electricity,BC,18670.46,124.47
facilities,Canada Border Services Agency,FY 2010-11,1,Natural gas,natural gas,MB,2817.62,140.44
facilities,Canada Border Services Agency,FY 2010-11,2,Electricity,electricity,MB,8579.01,5.48
facilities,Canada Border Services Agency,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,15.09,1.1
facilities,Canada Border Services Agency,FY 2010-11,1,Liquified petroleum gas,propane,NB,262.39,16.01
